arquivo,capitulo,pagina,figura,largura_px,altura_px,legenda_original,status
cap13-digital-control-systems/pagina-0956_fig13-13.png,Chapter 13. Digital Control Systems,956,13.13,423,185,FIGURE 13.13 The z-transform transfer function in block diagram form.,ok
cap13-digital-control-systems/pagina-0957_fig13-14.png,Chapter 13. Digital Control Systems,957,13.14,1310,676,"FIGURE 13.14 Feedback control system with unity feedback. G(z) is the z-transform ­corresponding to G(s), which ­represents the process and the zero-order hold.",ok
cap13-digital-control-systems/pagina-0957_fig13-15.png,Chapter 13. Digital Control Systems,957,13.15,958,836,FIGURE 13.15 (a) Feedback control system with a digital ­controller. (b) Block diagram model. Note that G(z) =,ok
cap13-digital-control-systems/pagina-0958_fig13-16.png,Chapter 13. Digital Control Systems,958,13.16,1305,367,"FIGURE 13.16 A closed-loop, sampled-data system.",ok
cap13-digital-control-systems/pagina-0958_fig13-17.png,Chapter 13. Digital Control Systems,958,13.17,1128,711,"FIGURE 13.17 The response of a second-­ order ­system: (a) ­continuous ( pled; (b) sampled system,",ok
cap13-digital-control-systems/pagina-0959_fig13-18.png,Chapter 13. Digital Control Systems,959,13.18,1305,368,FIGURE 13.18 A closed-loop ­sampled system.,ok
cap13-digital-control-systems/pagina-0961_fig13-19.png,Chapter 13. Digital Control Systems,961,13.19,1071,1154,FIGURE 13.19 The maximum percent overshoot for a second-order sampled system for a unit step input.,ok
cap13-digital-control-systems/pagina-0961_fig13-20.png,Chapter 13. Digital Control Systems,961,13.20,1069,704,FIGURE 13.20 The loci of integral squared error for a second-order sampled system for constant values of I.,ok
cap13-digital-control-systems/pagina-0962_fig13-21.png,Chapter 13. Digital Control Systems,962,13.21,1044,1632,FIGURE 13.21 The steady- state error of a ­second-order sampled system for a unit ramp input,ok
cap13-digital-control-systems/pagina-0963_fig13-22.png,Chapter 13. Digital Control Systems,963,13.22,1086,659,FIGURE 13.22 The response of a sampled-data ­second-order ­system to a unit step input.,ok
cap13-digital-control-systems/pagina-0964_fig13-23.png,Chapter 13. Digital Control Systems,964,13.23,1060,318,FIGURE 13.23 The continuous system model of a sampled system.,ok
cap13-digital-control-systems/pagina-0965_fig13-24.png,Chapter 13. Digital Control Systems,965,13.24,1478,933,FIGURE 13.24 Closed-loop ­system with a digital controller.,ok
cap13-digital-control-systems/pagina-0967_fig13-25.png,Chapter 13. Digital Control Systems,967,13.25,1032,795,FIGURE 13.25 Root locus for Example 13.8.,ok
cap13-digital-control-systems/pagina-0968_fig13-26.png,Chapter 13. Digital Control Systems,968,13.26,1236,921,FIGURE 13.26 Root locus for Example 13.9.,ok
cap13-digital-control-systems/pagina-0968_fig13-27.png,Chapter 13. Digital Control Systems,968,13.27,1320,867,FIGURE 13.27 Curves of constant ζ on the z-plane.,ok
cap13-digital-control-systems/pagina-0970_fig13-28.png,Chapter 13. Digital Control Systems,970,13.28,1567,935,FIGURE 13.28 A table motion ­control system: (a) actuator and table; (b) block diagram.,ok
cap13-digital-control-systems/pagina-0971_fig13-29.png,Chapter 13. Digital Control Systems,971,13.29,1537,795,FIGURE 13.29 Model of the wheel control for a work table.,ok
cap13-digital-control-systems/pagina-0971_fig13-30.png,Chapter 13. Digital Control Systems,971,13.30,1490,1839,FIGURE 13.30 Root locus for L(s) =,ok
cap13-digital-control-systems/pagina-0973_fig13-31.png,Chapter 13. Digital Control Systems,973,13.31,1539,1405,FIGURE 13.31 (a) Fly-by-wire ­aircraft control ­surface system and (b) block ­diagram. The ­sampling ­period is 0.1 second.,ok
cap13-digital-control-systems/pagina-0974_fig13-32.png,Chapter 13. Digital Control Systems,974,13.32,1438,1234,FIGURE 13.32 Elements of the control system design process emphasized in this fly-by-wire aircraft control surface example.,ok
cap13-digital-control-systems/pagina-0975_fig13-33.png,Chapter 13. Digital Control Systems,975,13.33,1455,1024,FIGURE 13.33 Root locus for,ok
cap13-digital-control-systems/pagina-0976_fig13-34.png,Chapter 13. Digital Control Systems,976,13.34,1324,941,FIGURE 13.34 Root locus for,ok
cap13-digital-control-systems/pagina-0977_fig13-35.png,Chapter 13. Digital Control Systems,977,13.35,1325,1032,FIGURE 13.35 Compensated root locus.,ok
cap13-digital-control-systems/pagina-0977_fig13-36.png,Chapter 13. Digital Control Systems,977,13.36,1257,964,FIGURE 13.36 Closed-loop system step response.,ok
cap13-digital-control-systems/pagina-0978_fig13-37.png,Chapter 13. Digital Control Systems,978,13.37,1410,1266,FIGURE 13.37 (a) The tf ­function. (b) The c2d ­function. (c) The d2c function.,ok
cap13-digital-control-systems/pagina-0979_fig13-38.png,Chapter 13. Digital Control Systems,979,13.38,1080,676,FIGURE 13.38 Using the c2d function to convert,ok
cap13-digital-control-systems/pagina-0979_fig13-39.png,Chapter 13. Digital Control Systems,979,13.39,1166,670,FIGURE 13.39,ok
cap13-digital-control-systems/pagina-0980_fig13-40.png,Chapter 13. Digital Control Systems,980,13.40,1152,671,FIGURE 13.40 The impulse ­function generates the output y(t) for an impulse input.,ok
cap13-digital-control-systems/pagina-0980_fig13-41.png,Chapter 13. Digital Control Systems,980,13.41,1166,577,FIGURE 13.41 The Isim function generates the output y(kT) for an arbitrary input.,ok
cap13-digital-control-systems/pagina-0981_fig13-42.png,Chapter 13. Digital Control Systems,981,13.42,1288,1264,FIGURE 13.42 to a unit step.,ok
cap13-digital-control-systems/pagina-0982_fig13-43.png,Chapter 13. Digital Control Systems,982,13.43,1203,1220,FIGURE 13.43 Figure 13.16.,ok
cap13-digital-control-systems/pagina-0983_fig13-44.png,Chapter 13. Digital Control Systems,983,13.44,1165,1440,FIGURE 13.44 The rlocus function for sampled-data systems.,ok
cap13-digital-control-systems/pagina-0984_fig13-46.png,Chapter 13. Digital Control Systems,984,13.46,750,658,FIGURE 13.46 Root locus.,ok
cap13-digital-control-systems/pagina-0984_fig13-45.png,Chapter 13. Digital Control Systems,984,13.45,966,267,FIGURE 13.45 Feedback control system with a digital controller. Note that G(z) =,ok
cap13-digital-control-systems/pagina-0985_fig13-47.png,Chapter 13. Digital Control Systems,985,13.47,1322,368,FIGURE 13.47,ok
_ambiguos/pagina-0990_semlegenda1.png,Chapter 13. Digital Control Systems,990,,630,685,,ambiguo
_ambiguos/pagina-0990_semlegenda2.png,Chapter 13. Digital Control Systems,990,,911,572,,ambiguo
_ambiguos/pagina-0990_semlegenda3.png,Chapter 13. Digital Control Systems,990,,1451,926,,ambiguo
_ambiguos/pagina-0991_semlegenda1.png,Chapter 13. Digital Control Systems,991,,1099,301,,ambiguo
_ambiguos/pagina-0991_semlegenda2.png,Chapter 13. Digital Control Systems,991,,429,218,,ambiguo
_ambiguos/pagina-0991_semlegenda3.png,Chapter 13. Digital Control Systems,991,,429,217,,ambiguo
_ambiguos/pagina-0992_semlegenda1.png,Chapter 13. Digital Control Systems,992,,829,502,,ambiguo
_ambiguos/pagina-0992_semlegenda2.png,Chapter 13. Digital Control Systems,992,,777,201,,ambiguo
_ambiguos/pagina-0993_semlegenda1.png,Chapter 13. Digital Control Systems,993,,882,809,,ambiguo
_ambiguos/pagina-0994_semlegenda1.png,Chapter 13. Digital Control Systems,994,,958,301,,ambiguo
_ambiguos/pagina-0994_semlegenda2.png,Chapter 13. Digital Control Systems,994,,975,337,,ambiguo
